,delta_t,Length(m),mu,angle(rad),gravity,total_time,period_time,experiment_period_time,Difference
0,0.0001,0.13,0.1,0.3490658503988659,9.80665,10.0,0.7296307692300948,0.7704,0.04076923076990513
0,0.1,0.13,0.2,0.3490658503988659,9.80665,10.0,0.9999999999999999,0.7704,-0.22959999999999992
0,0.01,0.13,0.2,0.3490658503988659,9.80665,10.0,0.801666666666657,0.7704,-0.031266666666657006
0,0.001,0.13,0.2,0.3490658503988659,9.80665,10.0,0.7334615384615504,0.7704,0.036938461538449596
0,0.0001,0.13,0.2,0.3490658503988659,9.80665,10.0,0.7304999999993236,0.7704,0.039900000000676394
0,0.1,0.13,0.3,0.3490658503988659,9.80665,10.0,0.9999999999999999,0.7704,-0.22959999999999992
0,0.01,0.13,0.3,0.3490658503988659,9.80665,10.0,0.7799999999999921,0.7704,-0.00959999999999217
0,0.001,0.13,0.3,0.3490658503988659,9.80665,10.0,0.7354615384615493,0.7704,0.034938461538450705
0,0.0001,0.13,0.3,0.3490658503988659,9.80665,10.0,0.7318461538454742,0.7704,0.03855384615452573
0,0.1,0.13,0.4,0.3490658503988659,9.80665,10.0,0.9999999999999999,0.7704,-0.22959999999999992
0,0.01,0.13,0.4,0.3490658503988659,9.80665,10.0,0.8299999999999912,0.7704,-0.059599999999991216
0,0.001,0.13,0.4,0.3490658503988659,9.80665,10.0,0.7383076923077015,0.7704,0.03209230769229843
0,0.0001,0.13,0.4,0.3490658503988659,9.80665,10.0,0.7337846153839312,0.7704,0.036615384616068725
0,0.1,0.13,0.5,0.3490658503988659,9.80665,10.0,1.0999999999999999,0.7704,-0.3295999999999999
0,0.01,0.13,0.5,0.3490658503988659,9.80665,10.0,0.7874999999999942,0.7704,-0.01709999999999423
0,0.001,0.13,0.5,0.3490658503988659,9.80665,10.0,0.7423076923076993,0.7704,0.028092307692300644
0,0.0001,0.13,0.5,0.3490658503988659,9.80665,10.0,0.7364461538454635,0.7704,0.03395384615453645
0,0.1,0.13,0.6,0.3490658503988659,9.80665,10.0,1.4000000000000001,0.7704,-0.6296000000000002
0,0.01,0.13,0.6,0.3490658503988659,9.80665,10.0,0.8574999999999927,0.7704,-0.08709999999999274
0,0.001,0.13,0.6,0.3490658503988659,9.80665,10.0,0.7477692307692347,0.7704,0.022630769230765235
0,0.0001,0.13,0.6,0.3490658503988659,9.80665,10.0,0.7400076923069937,0.7704,0.03039230769300627
0,0.1,0.13,0.7,0.3490658503988659,9.80665,10.0,,0.7704,
0,0.01,0.13,0.7,0.3490658503988659,9.80665,10.0,0.7966666666666643,0.7704,-0.02626666666666433
0,0.001,0.13,0.7,0.3490658503988659,9.80665,10.0,0.755230769230769,0.7704,0.015169230769230935
0,0.0001,0.13,0.7,0.3490658503988659,9.80665,10.0,0.7447461538454442,0.7704,0.025653846154555793
0,0.1,0.13,0.8,0.3490658503988659,9.80665,10.0,,0.7704,
0,0.01,0.13,0.8,0.3490658503988659,9.80665,10.0,0.8533333333333298,0.7704,-0.08293333333332986
0,0.001,0.13,0.8,0.3490658503988659,9.80665,10.0,0.7656923076923017,0.7704,0.004707692307698297
0,0.0001,0.13,0.8,0.3490658503988659,9.80665,10.0,0.7510692307685064,0.7704,0.019330769231493572
0,0.1,0.13,0.9,0.3490658503988659,9.80665,10.0,,0.7704,
0,0.01,0.13,0.9,0.3490658503988659,9.80665,10.0,0.8050000000000006,0.7704,-0.03460000000000063
0,0.001,0.13,0.9,0.3490658503988659,9.80665,10.0,0.7783333333333552,0.7704,-0.00793333333335522
0,0.0001,0.13,0.9,0.3490658503988659,9.80665,10.0,0.7596307692300249,0.7704,0.010769230769975047
0,0.1,0.08,0.0,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.0,0.3490658503988659,9.80665,10.0,0.6139999999999957,0.5732,-0.04079999999999562
0,0.001,0.08,0.0,0.3490658503988659,9.80665,10.0,0.575941176470589,0.5732,-0.002741176470588913
0,0.0001,0.08,0.0,0.3490658503988659,9.80665,10.0,0.5721235294112159,0.5732,0.0010764705887841286
0,0.1,0.08,0.1,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.1,0.3490658503988659,9.80665,10.0,0.6199999999999956,0.5732,-0.04679999999999551
0,0.001,0.08,0.1,0.3490658503988659,9.80665,10.0,0.5766470588235297,0.5732,-0.0034470588235296917
0,0.0001,0.08,0.1,0.3490658503988659,9.80665,10.0,0.5724882352935681,0.5732,0.0007117647064319721
0,0.1,0.08,0.2,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.2,0.3490658503988659,9.80665,10.0,0.6619999999999947,0.5732,-0.08879999999999466
0,0.001,0.08,0.2,0.3490658503988659,9.80665,10.0,0.5779411764705878,0.5732,-0.0047411764705878046
0,0.0001,0.08,0.2,0.3490658503988659,9.80665,10.0,0.5731882352935664,0.5732,1.17647064336035e-05
0,0.1,0.08,0.3,0.3490658503988659,9.80665,10.0,0.8999999999999999,0.5732,-0.32679999999999987
0,0.01,0.08,0.3,0.3490658503988659,9.80665,10.0,0.6149999999999979,0.5732,-0.04179999999999784
0,0.001,0.08,0.3,0.3490658503988659,9.80665,10.0,0.580117647058822,0.5732,-0.0069176470588219185
0,0.0001,0.08,0.3,0.3490658503988659,9.80665,10.0,0.5742764705876815,0.5732,-0.001076470587681455
0,0.1,0.08,0.4,0.3490658503988659,9.80665,10.0,0.9999999999999999,0.5732,-0.42679999999999985
0,0.01,0.08,0.4,0.3490658503988659,9.80665,10.0,0.6499999999999971,0.5732,-0.07679999999999709
0,0.001,0.08,0.4,0.3490658503988659,9.80665,10.0,0.5832352941176437,0.5732,-0.0100352941176437
0,0.0001,0.08,0.4,0.3490658503988659,9.80665,10.0,0.5758352941170897,0.5732,-0.002635294117089626
0,0.1,0.08,0.5,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.5,0.3490658503988659,9.80665,10.0,0.6133333333333338,0.5732,-0.0401333333333338
0,0.001,0.08,0.5,0.3490658503988659,9.80665,10.0,0.5877647058823472,0.5732,-0.014564705882347151
0,0.0001,0.08,0.5,0.3490658503988659,9.80665,10.0,0.577976470587673,0.5732,-0.004776470587672943
0,0.1,0.08,0.6,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.6,0.3490658503988659,9.80665,10.0,0.6366666666666672,0.5732,-0.06346666666666712
0,0.001,0.08,0.6,0.3490658503988659,9.80665,10.0,0.5928125000000113,0.5732,-0.019612500000011246
0,0.0001,0.08,0.6,0.3490658503988659,9.80665,10.0,0.5808529411759015,0.5732,-0.007652941175901429
0,0.1,0.08,0.7,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.7,0.3490658503988659,9.80665,10.0,0.6100000000000004,0.5732,-0.03680000000000039
0,0.001,0.08,0.7,0.3490658503988659,9.80665,10.0,0.6014375000000066,0.5732,-0.028237500000006577
0,0.0001,0.08,0.7,0.3490658503988659,9.80665,10.0,0.5846823529405984,0.5732,-0.011482352940598406
0,0.1,0.08,0.8,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.8,0.3490658503988659,9.80665,10.0,0.6300000000000004,0.5732,-0.056800000000000406
0,0.001,0.08,0.8,0.3490658503988659,9.80665,10.0,0.6146249999999993,0.5732,-0.04142499999999927
0,0.0001,0.08,0.8,0.3490658503988659,9.80665,10.0,0.5897124999994593,0.5732,-0.01651249999945925
0,0.1,0.08,0.9,0.3490658503988659,9.80665,10.0,,0.5732,
0,0.01,0.08,0.9,0.3490658503988659,9.80665,10.0,0.6650000000000005,0.5732,-0.09180000000000044
0,0.001,0.08,0.9,0.3490658503988659,9.80665,10.0,0.6318000000000125,0.5732,-0.05860000000001242
0,0.0001,0.08,0.9,0.3490658503988659,9.80665,10.0,0.5966312499994432,0.5732,-0.023431249999443127
